Fish_Name,Market,Standard,Catch,Ave_Value,Fish_Body_Composition_L,Fish_Body_Composition_M,Fish_Body_Composition_S,Fish_Body_Composition_XS,Date
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.1,28,,,,,2020-12-28
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.1,31,,,,,2020-12-12
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.2,62,,,,,2020-09-30
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.4,72,,,,,2020-09-24
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.4,52,,,,,2020-09-19
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.4,31,,,,,2020-12-09
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.5,57,,,,,2020-10-22
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.6,56,,,,,2020-10-03
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.7,76,,,,,2020-08-21
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.7,76,,,,,2021-01-07
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.9,82,,,,,2020-11-06
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,1.9,39,,,,,2021-01-18
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,0.0,11,,,,,2021-04-22
生さわら類,久慈,生鮮,0.0,"1,188",,,,,2021-04-26
生その他のふぐ類,久慈,生鮮,0.0,"1,575",,,,,2021-04-26
生その他かれい類,久慈,生鮮,0.0,13,,,,,2021-04-26
生ヒラメ(天然),久慈,生鮮,0.0,958,,,,,2021-04-26
生めばる類,久慈,生鮮,0.0,785,,,,,2021-04-26
生その他のめばる類,久慈,生鮮,0.0,257,,,,,2021-04-26
生マダラ,久慈,生鮮,0.0,57,,,,,2021-04-26
生スケトウダラ,久慈,生鮮,0.0,11,,,,,2021-04-26
生アンコウ,久慈,生鮮,0.0,13,,,,,2021-04-26
生ドンコ,久慈,生鮮,0.0,29,,,,,2021-04-26
生アイナメ,久慈,生鮮,0.0,862,,,,,2021-04-26
生スズキ,久慈,生鮮,0.0,990,,,,,2021-04-26
生カワハギ,久慈,生鮮,0.0,422,,,,,2021-04-26
生ウミタナゴ,久慈,生鮮,0.0,112,,,,,2021-04-26
生えい類,久慈,生鮮,0.0,22,,,,,2021-04-26
生その他の魚類,久慈,生鮮,0.0,347,,,,,2021-04-26
生ヤリイカ,久慈,生鮮,0.0,864,,,,,2021-04-26
生マイワシ,久慈,生鮮,0.1,42,,,,,2021-04-26
生マコガレイ,久慈,生鮮,0.1,268,,,,,2021-04-26
生ババガレイ（ナメタ）,久慈,生鮮,0.1,347,,,,,2021-04-26
生ホッケ,久慈,生鮮,0.1,250,,,,,2021-04-26
生本マス（サクラマス）,久慈,生鮮,0.2,721,,,,,2021-04-26
生イカナゴ,久慈,生鮮,0.2,"2,702",,,,,2021-04-26
生たこ類,久慈,生鮮,0.6,599,,,,,2021-04-26
生マコガレイ,久慈,生鮮,0.0,281,,,,,2021-03-13
生ヒラメ(天然),久慈,生鮮,0.0,524,,,,,2021-03-13
生めばる類,久慈,生鮮,0.0,301,,,,,2021-03-13
生ホッケ,久慈,生鮮,0.0,151,,,,,2021-03-13
生アンコウ,久慈,生鮮,0.0,486,,,,,2021-03-13
生ウミタナゴ,久慈,生鮮,0.0,140,,,,,2021-03-13
生さめ類,久慈,生鮮,0.0,16,,,,,2021-03-13
生その他の魚類,久慈,生鮮,0.0,167,,,,,2021-03-13
生かに類（その他）,久慈,生鮮,0.0,481,,,,,2021-03-13
生なまこ類,久慈,生鮮,0.0,"7,149",,,,,2021-03-13
生その他かれい類,久慈,生鮮,0.1,184,,,,,2021-03-13
生その他のめばる類,久慈,生鮮,0.1,203,,,,,2021-03-13
生アイナメ,久慈,生鮮,0.1,783,,,,,2021-03-13
生えい類,久慈,生鮮,0.1,179,,,,,2021-03-13
生たこ類,久慈,生鮮,0.1,614,,,,,2021-03-13
生スケトウダラ,久慈,生鮮,0.2,83,,,,,2021-03-13
生マダラ,久慈,生鮮,0.7,215,,,,,2021-03-13
生マコガレイ,久慈,生鮮,0.0,184,,,,,2021-04-03
生ヒラメ(天然),久慈,生鮮,0.0,"1,588",,,,,2021-04-03
生めばる類,久慈,生鮮,0.0,519,,,,,2021-04-03
生その他のめばる類,久慈,生鮮,0.0,313,,,,,2021-04-03
生マダラ,久慈,生鮮,0.0,24,,,,,2021-04-03
生ドンコ,久慈,生鮮,0.0,11,,,,,2021-04-03
生アイナメ,久慈,生鮮,0.0,908,,,,,2021-04-03
生その他の魚類,久慈,生鮮,0.0,140,,,,,2021-04-03
生その他かれい類,久慈,生鮮,0.1,69,,,,,2021-04-03
生アンコウ,久慈,生鮮,0.1,141,,,,,2021-04-03
生ウミタナゴ,久慈,生鮮,0.1,124,,,,,2021-04-03
生えい類,久慈,生鮮,0.2,124,,,,,2021-04-03
生たこ類,久慈,生鮮,0.2,602,,,,,2021-04-03
生ババガレイ（ナメタ）,久慈,生鮮,0.3,301,,,,,2021-04-03
生本マス（サクラマス）,久慈,生鮮,0.0,"1,272",,,,,2021-04-17
生マスノスケ,久慈,生鮮,0.0,"2,226",,,,,2021-04-17
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,156,,,,,2021-04-17
生さわら類,久慈,生鮮,0.0,"1,028",,,,,2021-04-17
生その他のふぐ類,久慈,生鮮,0.0,359,,,,,2021-04-17
生その他かれい類,久慈,生鮮,0.0,14,,,,,2021-04-17
生マコガレイ,久慈,生鮮,0.0,302,,,,,2021-04-17
生ババガレイ（ナメタ）,久慈,生鮮,0.0,481,,,,,2021-04-17
生ヒラメ(天然),久慈,生鮮,0.0,"2,376",,,,,2021-04-17
生めばる類,久慈,生鮮,0.0,553,,,,,2021-04-17
生その他のめばる類,久慈,生鮮,0.0,321,,,,,2021-04-17
生マダラ,久慈,生鮮,0.0,113,,,,,2021-04-17
生スケトウダラ,久慈,生鮮,0.0,11,,,,,2021-04-17
生ホッケ,久慈,生鮮,0.0,243,,,,,2021-04-17
生アンコウ,久慈,生鮮,0.0,86,,,,,2021-04-17
生アイナメ,久慈,生鮮,0.0,"1,005",,,,,2021-04-17
生カワハギ,久慈,生鮮,0.0,489,,,,,2021-04-17
生ウミタナゴ,久慈,生鮮,0.0,103,,,,,2021-04-17
生えい類,久慈,生鮮,0.0,95,,,,,2021-04-17
生その他の魚類,久慈,生鮮,0.0,176,,,,,2021-04-17
生かに類（その他）,久慈,生鮮,0.0,162,,,,,2021-04-17
生ヤリイカ,久慈,生鮮,0.0,594,,,,,2021-04-17
生その他のいか類,久慈,生鮮,0.0,39,,,,,2021-04-17
生たこ類,久慈,生鮮,0.1,612,,,,,2021-04-17
生マアジ,久慈,生鮮,0.0,11,,,,,2021-04-10
生トキサケ,久慈,生鮮,0.0,"3,039",,,,,2021-04-10
生マスノスケ,久慈,生鮮,0.0,"2,108",,,,,2021-04-10
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,168,,,,,2021-04-10
生マコガレイ,久慈,生鮮,0.0,227,,,,,2021-04-10
生イシガレイ,久慈,生鮮,0.0,53,,,,,2021-04-10
生ヒラメ(天然),久慈,生鮮,0.0,881,,,,,2021-04-10
生めばる類,久慈,生鮮,0.0,11,,,,,2021-04-10
生その他のめばる類,久慈,生鮮,0.0,180,,,,,2021-04-10
生マダラ,久慈,生鮮,0.0,135,,,,,2021-04-10
生スケトウダラ,久慈,生鮮,0.0,22,,,,,2021-04-10
生ホッケ,久慈,生鮮,0.0,239,,,,,2021-04-10
生アンコウ,久慈,生鮮,0.0,101,,,,,2021-04-10
生アイナメ,久慈,生鮮,0.0,"1,072",,,,,2021-04-10
生カワハギ,久慈,生鮮,0.0,410,,,,,2021-04-10
生かに類（その他）,久慈,生鮮,0.0,460,,,,,2021-04-10
生ヤリイカ,久慈,生鮮,0.0,735,,,,,2021-04-10
生本マス（サクラマス）,久慈,生鮮,0.1,"1,261",,,,,2021-04-10
生その他かれい類,久慈,生鮮,0.1,50,,,,,2021-04-10
生ウミタナゴ,久慈,生鮮,0.1,102,,,,,2021-04-10
生たこ類,久慈,生鮮,0.1,600,,,,,2021-04-10
生ババガレイ（ナメタ）,久慈,生鮮,0.2,320,,,,,2021-04-10
生えい類,久慈,生鮮,0.2,138,,,,,2021-04-10
生その他の魚類,久慈,生鮮,2.2,30,,,,,2021-04-10
生マイワシ,久慈,生鮮,0.0,864,,,,,2021-04-24
生マスノスケ,久慈,生鮮,0.0,"6,009",,,,,2021-04-24
生その他かれい類,久慈,生鮮,0.0,21,,,,,2021-04-24
生マコガレイ,久慈,生鮮,0.0,426,,,,,2021-04-24
生ババガレイ（ナメタ）,久慈,生鮮,0.0,403,,,,,2021-04-24
生ヒラメ(天然),久慈,生鮮,0.0,"1,009",,,,,2021-04-24
生その他のめばる類,久慈,生鮮,0.0,95,,,,,2021-04-24
生マダラ,久慈,生鮮,0.0,52,,,,,2021-04-24
生スケトウダラ,久慈,生鮮,0.0,22,,,,,2021-04-24
生ホウボウ(ｶﾅｶﾞｼﾗ含),久慈,生鮮,0.0,11,,,,,2021-04-24
生アンコウ,久慈,生鮮,0.0,90,,,,,2021-04-24
生ドンコ,久慈,生鮮,0.0,11,,,,,2021-04-24
生アイナメ,久慈,生鮮,0.0,798,,,,,2021-04-24
生スズキ,久慈,生鮮,0.0,"1,091",,,,,2021-04-24
生カワハギ,久慈,生鮮,0.0,299,,,,,2021-04-24
生ウミタナゴ,久慈,生鮮,0.0,121,,,,,2021-04-24
生その他の魚類,久慈,生鮮,0.0,325,,,,,2021-04-24
生ホッケ,久慈,生鮮,0.1,254,,,,,2021-04-24
生えい類,久慈,生鮮,0.1,12,,,,,2021-04-24
生本マス（サクラマス）,久慈,生鮮,0.2,900,,,,,2021-04-24
生イカナゴ,久慈,生鮮,0.2,"2,662",,,,,2021-04-24
生たこ類,久慈,生鮮,0.2,609,,,,,2021-04-24
生本マス（サクラマス）,久慈,生鮮,0.0,703,,,,,2021-04-27
生その他のふぐ類,久慈,生鮮,0.0,"1,296",,,,,2021-04-27
生マコガレイ,久慈,生鮮,0.0,245,,,,,2021-04-27
生ババガレイ（ナメタ）,久慈,生鮮,0.0,453,,,,,2021-04-27
生イシガレイ,久慈,生鮮,0.0,53,,,,,2021-04-27
生ヒラメ(天然),久慈,生鮮,0.0,409,,,,,2021-04-27
生その他のめばる類,久慈,生鮮,0.0,25,,,,,2021-04-27
生アイナメ,久慈,生鮮,0.0,612,,,,,2021-04-27
生カワハギ,久慈,生鮮,0.0,286,,,,,2021-04-27
生ウミタナゴ,久慈,生鮮,0.0,150,,,,,2021-04-27
生えい類,久慈,生鮮,0.0,22,,,,,2021-04-27
生その他の魚類,久慈,生鮮,0.0,144,,,,,2021-04-27
生ホッケ,久慈,生鮮,0.1,266,,,,,2021-04-27
生イカナゴ,久慈,生鮮,0.1,"2,445",,,,,2021-04-27
生たこ類,久慈,生鮮,0.1,581,,,,,2021-04-27
生本マス（サクラマス）,久慈,生鮮,0.0,"1,329",,,,,2021-04-30
生マコガレイ,久慈,生鮮,0.0,210,,,,,2021-04-30
生ババガレイ（ナメタ）,久慈,生鮮,0.0,331,,,,,2021-04-30
生ヒラメ(天然),久慈,生鮮,0.0,"1,010",,,,,2021-04-30
生めばる類,久慈,生鮮,0.0,806,,,,,2021-04-30
生その他のめばる類,久慈,生鮮,0.0,258,,,,,2021-04-30
生アンコウ,久慈,生鮮,0.0,162,,,,,2021-04-30
生アイナメ,久慈,生鮮,0.0,708,,,,,2021-04-30
生カワハギ,久慈,生鮮,0.0,464,,,,,2021-04-30
生えい類,久慈,生鮮,0.0,22,,,,,2021-04-30
生たこ類,久慈,生鮮,0.5,629,,,,,2021-04-30
生ほや,久慈,生鮮,0.0,0,,,,,2021-03-29
生ドンコ,久慈,生鮮,0.0,0,,,,,2021-04-16
生ドンコ,久慈,生鮮,0.0,0,,,,,2021-04-20
生めばる類,久慈,生鮮,0.0,0,,,,,2021-03-16
生めばる類,久慈,生鮮,0.0,0,,,,,2021-04-16
生アイナメ,久慈,生鮮,0.0,0,,,,,2021-04-20
生ヤリイカ,久慈,生鮮,0.0,0,,,,,2021-04-08
生ヤリイカ,久慈,生鮮,0.0,0,,,,,2021-04-20
生イシガレイ,久慈,生鮮,0.0,0,,,,,2021-03-18
生イシガレイ,久慈,生鮮,0.0,0,,,,,2021-04-02
生イシガレイ,久慈,生鮮,0.0,0,,,,,2021-04-19
生その他かれい類,久慈,生鮮,0.0,0,,,,,2021-03-29
生ババガレイ（ナメタ）,久慈,生鮮,0.0,0,,,,,2021-04-19
生イシガレイ,久慈,生鮮,0.0,0,,,,,2021-04-03
生あなご類,久慈,生鮮,0.0,0,,,,,2021-04-03
生イシガレイ,久慈,生鮮,0.0,0,,,,,2021-04-17
生こち類,久慈,生鮮,0.0,0,,,,,2021-04-27
生スズキ,久慈,生鮮,0.0,0,,,,,2021-04-27
生その他かれい類,久慈,生鮮,0.0,0,,,,,2021-04-30
生えい類,久慈,生鮮,0.0,32,,,,,2021-03-23
生えい類,久慈,生鮮,0.0,32,,,,,2021-03-30
生えい類,久慈,生鮮,0.0,32,,,,,2021-04-20
生ドンコ,久慈,生鮮,0.0,32,,,,,2020-10-22
生ドンコ,久慈,生鮮,0.0,32,,,,,2020-12-28
生マアジ,久慈,生鮮,0.1,32,,,,,2020-10-21
生マアジ,久慈,生鮮,0.2,32,,,,,2020-10-09
生マアジ,久慈,生鮮,0.3,32,,,,,2020-08-18
生マアジ,久慈,生鮮,0.5,32,,,,,2020-08-22
生ヤリイカ,久慈,生鮮,0.1,32,,,,,2020-10-12
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,0.5,32,,,,,2020-12-10
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,0.7,32,,,,,2020-11-30
生さめ類,久慈,生鮮,0.0,32,,,,,2021-04-26
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,0.0,32,,,,,2021-04-24
生ドンコ,久慈,生鮮,0.0,54,,,,,2020-09-10
生ドンコ,久慈,生鮮,0.0,54,,,,,2020-11-17
生ドンコ,久慈,生鮮,0.0,54,,,,,2020-11-20
生ドンコ,久慈,生鮮,0.0,54,,,,,2020-12-05
生ドンコ,久慈,生鮮,0.0,54,,,,,2020-12-21
生マダラ,久慈,生鮮,0.0,54,,,,,2021-04-20
生イシガレイ,久慈,生鮮,0.0,54,,,,,2021-03-12
生イシガレイ,久慈,生鮮,0.0,54,,,,,2021-04-08
生イシガレイ,久慈,生鮮,0.0,54,,,,,2021-04-20
生イシガレイ,久慈,生鮮,0.0,54,,,,,2021-04-22
生ウミタナゴ,久慈,生鮮,0.0,54,,,,,2021-03-12
生さけ類(その他),久慈,生鮮,0.0,54,,,,,2021-04-16
生その他のめばる類,久慈,生鮮,0.0,54,,,,,2021-03-23
生ババガレイ（ナメタ）,久慈,生鮮,0.0,54,,,,,2021-04-20
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,54,,,,,2020-12-19
生イシガレイ,久慈,生鮮,0.0,54,,,,,2021-04-26
生イシガレイ,久慈,生鮮,0.0,54,,,,,2021-04-24
生その他かれい類,久慈,生鮮,0.0,54,,,,,2021-04-27
生アンコウ,久慈,生鮮,0.0,108,,,,,2021-04-19
生ヤリイカ,久慈,生鮮,0.0,108,,,,,2020-10-22
生ヤリイカ,久慈,生鮮,0.0,108,,,,,2020-10-17
生ウミタナゴ,久慈,生鮮,0.0,108,,,,,2021-03-11
生ウミタナゴ,久慈,生鮮,0.0,108,,,,,2021-03-16
生ウミタナゴ,久慈,生鮮,0.0,108,,,,,2021-03-17
生ウミタナゴ,久慈,生鮮,0.0,108,,,,,2021-04-08
生その他の魚類,久慈,生鮮,0.0,108,,,,,2021-03-16
生その他かれい類,久慈,生鮮,0.0,108,,,,,2021-03-16
生その他のめばる類,久慈,生鮮,0.0,108,,,,,2021-04-16
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,2.8,108,,,,,2020-11-06
生ドンコ,久慈,生鮮,0.0,108,,,,,2021-03-13
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,108,,,,,2021-04-24
生そい類,久慈,生鮮,0.0,216,,,,,2021-01-23
生ヤリイカ,久慈,生鮮,0.0,216,,,,,2020-10-06
生スルメイカ,久慈,生鮮,0.0,216,,,,,2020-09-30
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,216,,,,,2020-12-09
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,216,,,,,2021-04-22
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,216,,,,,2021-04-26
生ほや,久慈,生鮮,0.0,216,,,,,2021-04-03
生ホッケ,久慈,生鮮,0.1,216,,,,,2021-04-03
生ほや,久慈,生鮮,0.0,216,,,,,2021-04-24
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,216,,,,,2021-04-27
生その他の魚類,久慈,生鮮,0.0,216,,,,,2021-04-30
生ほや,久慈,生鮮,0.0,270,,,,,2021-03-18
生ほや,久慈,生鮮,0.0,270,,,,,2021-04-22
生マダラ,久慈,生鮮,0.0,270,,,,,2021-02-10
生マコガレイ,久慈,生鮮,0.0,270,,,,,2021-03-16
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,270,,,,,2021-04-19
生ほや,久慈,生鮮,0.0,324,,,,,2021-03-19
生アンコウ,久慈,生鮮,0.0,324,,,,,2021-03-12
生マコガレイ,久慈,生鮮,0.0,324,,,,,2021-03-09
生マコガレイ,久慈,生鮮,0.0,324,,,,,2021-04-20
生アキサケ(雄),久慈,生鮮,2.4,324,,,,,2020-12-15
生ヒラメ(天然),久慈,生鮮,0.0,324,,,,,2020-12-12
生かに類（その他）,久慈,生鮮,0.0,324,,,,,2020-09-24
生その他のめばる類,久慈,生鮮,0.0,324,,,,,2021-03-29
生ほや,久慈,生鮮,0.0,324,,,,,2021-04-26
生ほや,久慈,生鮮,0.0,324,,,,,2021-04-10
生その他のふぐ類,久慈,生鮮,0.0,324,,,,,2021-04-24
生ほや,久慈,生鮮,0.0,324,,,,,2021-04-30
生たこ類,久慈,生鮮,0.0,432,,,,,2020-09-16
生めばる類,久慈,生鮮,0.0,432,,,,,2021-04-09
生スルメイカ,久慈,生鮮,0.0,432,,,,,2020-10-09
生マコガレイ,久慈,生鮮,0.0,432,,,,,2021-02-01
生マコガレイ,久慈,生鮮,0.1,432,,,,,2021-02-22
生アキサケ(雌),久慈,生鮮,0.0,432,,,,,2021-01-26
生ヒラメ(天然),久慈,生鮮,0.0,432,,,,,2020-11-30
生かに類（その他）,久慈,生鮮,0.0,432,,,,,2021-04-02
生ババガレイ（ナメタ）,久慈,生鮮,0.3,432,,,,,2021-03-13
生たこ類,久慈,生鮮,0.0,540,,,,,2021-02-01
生めばる類,久慈,生鮮,0.0,540,,,,,2021-03-12
生めばる類,久慈,生鮮,0.0,540,,,,,2021-03-17
生スルメイカ,久慈,生鮮,0.0,540,,,,,2020-11-30
生マコガレイ,久慈,生鮮,0.0,540,,,,,2020-11-19
生アキサケ(雄),久慈,生鮮,0.1,540,,,,,2020-09-19
生マツカワガレイ,久慈,生鮮,0.0,540,,,,,2021-04-26
生ニシン,久慈,生鮮,0.0,540,,,,,2021-04-24
生その他のふぐ類,久慈,生鮮,0.0,540,,,,,2021-04-30
生チダイ,久慈,生鮮,0.0,"1,080",,,,,2021-04-22
生その他のふぐ類,久慈,生鮮,0.0,"1,080",,,,,2021-04-10
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),久慈,生鮮,0.0,318,,,,,2021-05-11
生その他のふぐ類,久慈,生鮮,0.0,"1,320",,,,,2021-05-11
生その他かれい類,久慈,生鮮,0.0,81,,,,,2021-05-11
生マコガレイ,久慈,生鮮,0.0,327,,,,,2021-05-11
生ババガレイ（ナメタ）,久慈,生鮮,0.0,487,,,,,2021-05-11
生イシガレイ,久慈,生鮮,0.0,54,,,,,2021-05-11
生ヒラメ(天然),久慈,生鮮,0.0,431,,,,,2021-05-11
生めばる類,久慈,生鮮,0.0,0,,,,,2021-05-11
生その他のめばる類,久慈,生鮮,0.0,147,,,,,2021-05-11
生マダラ,久慈,生鮮,0.0,22,,,,,2021-05-11
生スケトウダラ,久慈,生鮮,0.0,21,,,,,2021-05-11
生ホウボウ(ｶﾅｶﾞｼﾗ含),久慈,生鮮,0.0,11,,,,,2021-05-11
生アンコウ,久慈,生鮮,0.0,23,,,,,2021-05-11
生ドンコ,久慈,生鮮,0.0,11,,,,,2021-05-11
生アイナメ,久慈,生鮮,0.0,608,,,,,2021-05-11
生イカナゴ,久慈,生鮮,0.0,"6,480",,,,,2021-05-11
生スズキ,久慈,生鮮,0.0,474,,,,,2021-05-11
生カワハギ,久慈,生鮮,0.0,220,,,,,2021-05-11
生ウミタナゴ,久慈,生鮮,0.0,32,,,,,2021-05-11
生あなご類,久慈,生鮮,0.0,65,,,,,2021-05-11
生えい類,久慈,生鮮,0.0,22,,,,,2021-05-11
生その他の魚類,久慈,生鮮,0.0,123,,,,,2021-05-11
生ヤリイカ,久慈,生鮮,0.0,981,,,,,2021-05-11
生その他のいか類,久慈,生鮮,0.0,108,,,,,2021-05-11
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),久慈,生鮮,0.1,42,,,,,2021-05-11
生さわら類,久慈,生鮮,0.1,460,,,,,2021-05-11
生ホッケ,久慈,生鮮,0.1,274,,,,,2021-05-11
生たこ類,久慈,生鮮,0.1,580,,,,,2021-05-11
生本マス（サクラマス）,久慈,生鮮,0.3,558,,,,,2021-05-11
生ほや,八木,生鮮,0.0,162,,,,,2021-04-01
生さめ類,八木,生鮮,0.0,70,,,,,2021-02-06
生さめ類,八木,生鮮,0.3,16,,,,,2021-02-13
生たこ類,八木,生鮮,0.0,544,,,,,2021-02-27
生たこ類,八木,生鮮,0.0,756,,,,,2021-03-06
生たこ類,八木,生鮮,0.0,607,,,,,2021-03-16
生たこ類,八木,生鮮,0.1,593,,,,,2021-03-18
生たこ類,八木,生鮮,0.1,625,,,,,2021-04-05
生たこ類,八木,生鮮,0.1,641,,,,,2021-04-06
生たこ類,八木,生鮮,0.2,637,,,,,2021-03-11
生たこ類,八木,生鮮,0.2,549,,,,,2021-02-20
生たこ類,八木,生鮮,0.2,619,,,,,2021-03-17
生たこ類,八木,生鮮,0.2,619,,,,,2021-03-23
生たこ類,八木,生鮮,0.2,636,,,,,2021-03-29
生たこ類,八木,生鮮,0.3,544,,,,,2021-02-06
生たこ類,八木,生鮮,0.3,528,,,,,2021-02-13
生たこ類,八木,生鮮,0.3,645,,,,,2021-04-09
生たこ類,八木,生鮮,0.4,610,,,,,2021-03-12
生たこ類,八木,生鮮,0.4,665,,,,,2021-03-30
生たこ類,八木,生鮮,0.4,621,,,,,2021-04-02
生たこ類,八木,生鮮,0.4,629,,,,,2021-04-08
生たこ類,八木,生鮮,0.6,628,,,,,2021-03-19
生たこ類,八木,生鮮,0.7,625,,,,,2021-03-26
生たこ類,八木,生鮮,0.8,607,,,,,2021-04-01
生たこ類,八木,生鮮,1.0,616,,,,,2021-03-25
生たこ類,八木,生鮮,1.3,584,,,,,2021-04-16
生たこ類,八木,生鮮,1.6,598,,,,,2021-04-12
生たこ類,八木,生鮮,0.2,636,,,,,2021-04-20
生たこ類,八木,生鮮,0.3,646,,,,,2021-04-22
生たこ類,八木,生鮮,0.8,616,,,,,2021-04-23
生ケガニ,八木,生鮮,0.0,"3,341",,,,,2021-03-15
生ケガニ,八木,生鮮,0.0,"3,778",,,,,2021-03-19
生ケガニ,八木,生鮮,0.2,"2,823",,,,,2021-02-06
生ケガニ,八木,生鮮,0.2,"3,180",,,,,2021-02-13
生マダラ,八木,生鮮,0.0,117,,,,,2021-02-13
生マダラ,八木,生鮮,0.0,331,,,,,2021-03-11
生マダラ,八木,生鮮,0.0,86,,,,,2021-03-12
生マダラ,八木,生鮮,0.0,159,,,,,2021-02-20
生マダラ,八木,生鮮,0.0,193,,,,,2021-03-06
生マダラ,八木,生鮮,0.0,39,,,,,2021-03-19
生マダラ,八木,生鮮,0.0,160,,,,,2021-03-25
生マダラ,八木,生鮮,0.0,137,,,,,2021-03-26
生マダラ,八木,生鮮,0.0,204,,,,,2021-04-01
生マダラ,八木,生鮮,0.0,140,,,,,2021-04-02
生マダラ,八木,生鮮,0.0,130,,,,,2021-04-06
生マダラ,八木,生鮮,0.0,73,,,,,2021-04-16
生なまこ類,八木,生鮮,0.0,"2,052",,,,,2021-03-11
生なまこ類,八木,生鮮,0.0,"1,628",,,,,2021-02-20
生なまこ類,八木,生鮮,0.0,"1,620",,,,,2021-03-17
生なまこ類,八木,生鮮,0.0,"1,943",,,,,2021-03-23
生なまこ類,八木,生鮮,0.0,"1,728",,,,,2021-03-26
生なまこ類,八木,生鮮,0.0,"1,836",,,,,2021-03-29
生めばる類,八木,生鮮,0.0,972,,,,,2021-04-01
生めばる類,八木,生鮮,0.0,594,,,,,2021-04-02
生めばる類,八木,生鮮,0.0,486,,,,,2021-04-16
生めばる類,八木,生鮮,0.0,519,,,,,2021-04-22
生めばる類,八木,生鮮,0.0,410,,,,,2021-04-23
生アイナメ,八木,生鮮,0.0,647,,,,,2021-02-06
生アイナメ,八木,生鮮,0.0,657,,,,,2021-02-13
生アイナメ,八木,生鮮,0.0,"1,162",,,,,2021-03-11
生アイナメ,八木,生鮮,0.0,907,,,,,2021-03-12
生アイナメ,八木,生鮮,0.0,652,,,,,2021-02-20
生アイナメ,八木,生鮮,0.0,871,,,,,2021-02-27
生アイナメ,八木,生鮮,0.0,955,,,,,2021-03-06
生アイナメ,八木,生鮮,0.0,965,,,,,2021-03-17
生アイナメ,八木,生鮮,0.0,950,,,,,2021-03-19
生アイナメ,八木,生鮮,0.0,946,,,,,2021-03-23
生アイナメ,八木,生鮮,0.0,952,,,,,2021-03-29
生アイナメ,八木,生鮮,0.0,"1,105",,,,,2021-03-30
生アイナメ,八木,生鮮,0.0,971,,,,,2021-04-01
生アイナメ,八木,生鮮,0.0,911,,,,,2021-04-02
生アイナメ,八木,生鮮,0.0,877,,,,,2021-04-05
生アイナメ,八木,生鮮,0.0,858,,,,,2021-04-08
生アイナメ,八木,生鮮,0.0,"1,036",,,,,2021-04-09
生アイナメ,八木,生鮮,0.0,741,,,,,2021-04-16
生アイナメ,八木,生鮮,0.1,869,,,,,2021-03-25
生アイナメ,八木,生鮮,0.1,805,,,,,2021-03-26
生アイナメ,八木,生鮮,0.1,811,,,,,2021-04-12
生アイナメ,八木,生鮮,0.0,783,,,,,2021-04-20
生アイナメ,八木,生鮮,0.0,892,,,,,2021-04-22
生アイナメ,八木,生鮮,0.0,794,,,,,2021-04-23
