Fish_Name,Market,Standard,Catch,Ave_Value,Fish_Body_Composition_L,Fish_Body_Composition_M,Fish_Body_Composition_S,Fish_Body_Composition_XS,Date
生かに類（その他）,浜坂,生鮮,0.0,"3,239",,,,,2021-01-24
生かに類（その他）,浜坂,生鮮,0.0,"2,700",,,,,2021-02-15
生かに類（その他）,浜坂,生鮮,0.0,"1,618",,,,,2021-03-04
生かに類（その他）,浜坂,生鮮,0.0,"2,160",,,,,2021-03-08
生かに類（その他）,浜坂,生鮮,0.0,"3,242",,,,,2021-03-10
生かに類（その他）,浜坂,生鮮,0.0,"2,485",,,,,2021-03-11
生かに類（その他）,浜坂,生鮮,0.0,"3,240",,,,,2021-03-07
生かに類（その他）,浜坂,生鮮,0.0,"2,160",,,,,2021-03-15
生かに類（その他）,浜坂,生鮮,0.0,"6,469",,,,,2021-04-15
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,681,,,,,2020-09-03
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,972,,,,,2020-09-10
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,"1,705",,,,,2020-10-14
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,"1,327",,,,,2020-11-01
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,808,,,,,2020-11-12
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,"1,208",,,,,2020-11-13
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,"1,336",,,,,2021-01-14
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,682,,,,,2021-01-28
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,702,,,,,2021-02-07
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,"1,134",,,,,2021-03-04
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,"1,113",,,,,2021-03-08
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,479,,,,,2021-03-12
生ばいがい類(つぶ貝),浜坂,生鮮,0.0,883,,,,,2021-03-15
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,678,,,,,2020-09-07
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,896,,,,,2020-09-06
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,835,,,,,2020-09-11
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,483,,,,,2020-09-13
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,"1,032",,,,,2020-09-18
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,910,,,,,2020-09-25
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,"1,259",,,,,2020-10-15
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,"1,450",,,,,2020-10-23
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,675,,,,,2020-10-29
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,"1,418",,,,,2020-10-04
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,799,,,,,2020-11-08
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,589,,,,,2020-11-16
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,668,,,,,2020-11-29
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,390,,,,,2020-12-16
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,728,,,,,2021-01-20
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,871,,,,,2020-12-29
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,717,,,,,2020-12-30
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,667,,,,,2021-01-17
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,524,,,,,2021-02-14
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,"1,107",,,,,2021-02-26
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,602,,,,,2021-03-11
生ばいがい類(つぶ貝),浜坂,生鮮,0.1,845,,,,,2021-02-21
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,554,,,,,2020-11-24
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,605,,,,,2020-12-04
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,545,,,,,2020-11-15
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,959,,,,,2020-12-28
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,461,,,,,2021-02-03
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,434,,,,,2021-01-24
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,838,,,,,2021-02-12
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,657,,,,,2021-02-15
生ばいがい類(つぶ貝),浜坂,生鮮,0.2,866,,,,,2021-03-10
生ばいがい類(つぶ貝),浜坂,生鮮,0.3,426,,,,,2020-11-30
生ばいがい類(つぶ貝),浜坂,生鮮,0.3,315,,,,,2020-11-23
生ばいがい類(つぶ貝),浜坂,生鮮,0.3,476,,,,,2020-12-06
生ばいがい類(つぶ貝),浜坂,生鮮,0.3,238,,,,,2020-12-24
生ばいがい類(つぶ貝),浜坂,生鮮,0.3,443,,,,,2020-12-14
生ばいがい類(つぶ貝),浜坂,生鮮,0.3,988,,,,,2021-03-07
生ばいがい類(つぶ貝),浜坂,生鮮,0.4,427,,,,,2020-12-10
生ばいがい類(つぶ貝),浜坂,生鮮,0.4,323,,,,,2020-12-17
生メジマグロ(ヨコワ),浜坂,生鮮,0.0,"1,325",,,,,2020-11-08
生メジマグロ(ヨコワ),浜坂,生鮮,0.0,472,,,,,2020-12-10
生メジマグロ(ヨコワ),浜坂,生鮮,0.0,734,,,,,2020-12-24
生メジマグロ(ヨコワ),浜坂,生鮮,0.0,365,,,,,2020-12-13
生メジマグロ(ヨコワ),浜坂,生鮮,0.1,461,,,,,2020-12-28
生メジマグロ(ヨコワ),浜坂,生鮮,0.1,336,,,,,2020-12-29
生イガイ（ガゾウ含）,浜坂,生鮮,0.0,786,,,,,2020-08-19
生イガイ（ガゾウ含）,浜坂,生鮮,0.0,827,,,,,2020-08-20
生イガイ（ガゾウ含）,浜坂,生鮮,0.0,714,,,,,2020-08-21
生イガイ（ガゾウ含）,浜坂,生鮮,0.0,"1,173",,,,,2020-08-30
生イガイ（ガゾウ含）,浜坂,生鮮,0.0,963,,,,,2020-09-13
生ソデイカ（紅イカ）,浜坂,生鮮,0.0,972,,,,,2020-09-11
生ソデイカ（紅イカ）,浜坂,生鮮,0.0,864,,,,,2020-09-17
生ソデイカ（紅イカ）,浜坂,生鮮,0.0,"1,296",,,,,2020-10-01
生ソデイカ（紅イカ）,浜坂,生鮮,0.0,"1,620",,,,,2020-10-02
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,972,,,,,2020-09-30
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,"1,296",,,,,2020-10-14
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,"1,188",,,,,2020-10-15
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,"1,026",,,,,2020-10-28
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,"1,026",,,,,2020-10-29
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,"1,620",,,,,2020-10-04
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,"1,188",,,,,2020-11-01
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,810,,,,,2020-11-19
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,687,,,,,2020-11-15
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,863,,,,,2020-12-10
生ソデイカ（紅イカ）,浜坂,生鮮,0.1,864,,,,,2020-11-23
生ソデイカ（紅イカ）,浜坂,生鮮,0.2,"1,188",,,,,2020-10-27
生ソデイカ（紅イカ）,浜坂,生鮮,0.2,"1,258",,,,,2020-10-18
生ソデイカ（紅イカ）,浜坂,生鮮,0.2,685,,,,,2020-11-08
生ソデイカ（紅イカ）,浜坂,生鮮,0.2,648,,,,,2020-11-13
生ソデイカ（紅イカ）,浜坂,生鮮,0.3,864,,,,,2020-11-12
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"1,321",,,,,2020-09-10
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"2,541",,,,,2020-09-11
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"2,695",,,,,2020-09-13
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"3,331",,,,,2020-09-18
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"1,676",,,,,2020-09-22
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"1,427",,,,,2020-10-01
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"1,800",,,,,2020-10-02
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"1,442",,,,,2020-10-15
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"1,158",,,,,2020-10-29
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,"1,389",,,,,2020-10-18
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,451,,,,,2020-11-13
生キジハタ(ｱｶﾐｽﾞ),浜坂,生鮮,0.0,388,,,,,2020-12-10
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,335,,,,,2020-09-07
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,421,,,,,2020-09-06
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,450,,,,,2020-09-13
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,281,,,,,2020-09-17
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,633,,,,,2020-09-28
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,383,,,,,2020-10-02
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,304,,,,,2020-12-04
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,356,,,,,2020-12-28
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,496,,,,,2020-12-17
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,277,,,,,2021-01-28
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,326,,,,,2021-02-07
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,188,,,,,2021-02-26
生ヒレグロ（オイラン）,浜坂,生鮮,0.0,293,,,,,2021-03-11
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,281,,,,,2020-09-24
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,462,,,,,2020-10-01
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,428,,,,,2020-10-08
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,376,,,,,2020-10-14
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,205,,,,,2020-11-12
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,267,,,,,2020-11-13
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,225,,,,,2020-11-15
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,247,,,,,2020-11-23
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,289,,,,,2020-12-24
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,484,,,,,2020-12-16
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,345,,,,,2020-12-14
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,274,,,,,2021-01-14
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,228,,,,,2020-12-29
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,153,,,,,2021-02-15
生ヒレグロ（オイラン）,浜坂,生鮮,0.1,201,,,,,2021-04-15
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,325,,,,,2020-09-18
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,397,,,,,2020-10-16
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,284,,,,,2020-10-25
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,255,,,,,2020-10-18
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,320,,,,,2020-12-06
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,314,,,,,2021-01-20
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,375,,,,,2021-02-03
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,266,,,,,2021-02-12
生ヒレグロ（オイラン）,浜坂,生鮮,0.2,194,,,,,2021-02-14
生ヒレグロ（オイラン）,浜坂,生鮮,0.3,401,,,,,2020-09-25
生ヒレグロ（オイラン）,浜坂,生鮮,0.3,256,,,,,2020-10-19
生ヒレグロ（オイラン）,浜坂,生鮮,0.3,347,,,,,2020-10-23
生ヒレグロ（オイラン）,浜坂,生鮮,0.3,313,,,,,2020-10-04
生ヒレグロ（オイラン）,浜坂,生鮮,0.3,274,,,,,2020-11-08
生ヒレグロ（オイラン）,浜坂,生鮮,0.3,291,,,,,2020-11-30
生ヒレグロ（オイラン）,浜坂,生鮮,0.3,204,,,,,2021-01-24
生ヒレグロ（オイラン）,浜坂,生鮮,0.4,312,,,,,2020-12-10
生ヒレグロ（オイラン）,浜坂,生鮮,0.4,261,,,,,2021-03-10
生ヒレグロ（オイラン）,浜坂,生鮮,0.6,304,,,,,2020-11-01
生ヒレグロ（オイラン）,浜坂,生鮮,0.7,244,,,,,2020-11-24
生アカムツ(ﾉﾄﾞｸﾞﾛ),浜坂,生鮮,0.0,"5,273",,,,,2020-11-01
生アカムツ(ﾉﾄﾞｸﾞﾛ),浜坂,生鮮,0.0,"6,879",,,,,2021-02-03
生アカムツ(ﾉﾄﾞｸﾞﾛ),浜坂,生鮮,0.0,"5,400",,,,,2021-01-24
生アカムツ(ﾉﾄﾞｸﾞﾛ),浜坂,生鮮,0.0,"11,880",,,,,2021-02-21
生アカムツ(ﾉﾄﾞｸﾞﾛ),浜坂,生鮮,0.2,"3,710",,,,,2021-03-10
生マガレイ(口細・アカジ),浜坂,生鮮,0.1,551,,,,,2020-09-25
生アカガレイ（ミガレイ）,浜坂,生鮮,2.5,793,,,,,2020-09-07
生アカガレイ（ミガレイ）,浜坂,生鮮,2.2,"1,141",,,,,2020-10-15
生アカガレイ（ミガレイ）,浜坂,生鮮,2.1,978,,,,,2020-10-19
生アカガレイ（ミガレイ）,浜坂,生鮮,2.2,"1,015",,,,,2020-10-29
生アカガレイ（ミガレイ）,浜坂,生鮮,3.3,980,,,,,2020-11-01
生アカガレイ（ミガレイ）,浜坂,生鮮,3.1,781,,,,,2020-11-30
生アカガレイ（ミガレイ）,浜坂,生鮮,2.3,695,,,,,2020-11-23
生アカガレイ（ミガレイ）,浜坂,生鮮,4.8,366,,,,,2020-12-28
生アカガレイ（ミガレイ）,浜坂,生鮮,3.8,754,,,,,2020-12-14
生アカガレイ（ミガレイ）,浜坂,生鮮,4.5,516,,,,,2021-01-28
生アカガレイ（ミガレイ）,浜坂,生鮮,2.2,711,,,,,2021-02-03
生アカガレイ（ミガレイ）,浜坂,生鮮,2.2,389,,,,,2021-02-15
生アカガレイ（ミガレイ）,浜坂,生鮮,4.8,655,,,,,2021-02-07
生アカガレイ（ミガレイ）,浜坂,生鮮,2.6,647,,,,,2021-03-10
生アカガレイ（ミガレイ）,浜坂,生鮮,2.3,453,,,,,2021-03-12
生アカガレイ（ミガレイ）,浜坂,生鮮,0.0,"1,130",,,,,2020-10-02
生アカガレイ（ミガレイ）,浜坂,生鮮,0.0,934,,,,,2021-01-13
生アカガレイ（ミガレイ）,浜坂,生鮮,0.0,333,,,,,2021-04-09
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,"1,041",,,,,2020-09-17
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,970,,,,,2020-09-24
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,"1,180",,,,,2020-10-01
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,"1,029",,,,,2020-10-08
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,"1,135",,,,,2020-10-16
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,826,,,,,2020-10-28
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,"1,146",,,,,2020-10-18
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,817,,,,,2020-11-24
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,"1,074",,,,,2020-12-20
生アカガレイ（ミガレイ）,浜坂,生鮮,0.1,327,,,,,2021-04-16
生アカガレイ（ミガレイ）,浜坂,生鮮,0.2,"1,239",,,,,2020-09-28
生アカガレイ（ミガレイ）,浜坂,生鮮,0.2,"1,076",,,,,2020-10-25
生アカガレイ（ミガレイ）,浜坂,生鮮,0.2,402,,,,,2021-03-18
生アカガレイ（ミガレイ）,浜坂,生鮮,0.3,"1,311",,,,,2020-10-12
生アカガレイ（ミガレイ）,浜坂,生鮮,0.3,748,,,,,2020-11-16
生アカガレイ（ミガレイ）,浜坂,生鮮,0.5,789,,,,,2020-11-29
生アカガレイ（ミガレイ）,浜坂,生鮮,0.5,781,,,,,2020-12-24
生アカガレイ（ミガレイ）,浜坂,生鮮,0.6,822,,,,,2020-11-08
生アカガレイ（ミガレイ）,浜坂,生鮮,0.6,784,,,,,2020-12-17
生アカガレイ（ミガレイ）,浜坂,生鮮,0.6,522,,,,,2021-03-08
生アカガレイ（ミガレイ）,浜坂,生鮮,0.6,429,,,,,2021-03-15
生アカガレイ（ミガレイ）,浜坂,生鮮,0.7,"1,064",,,,,2020-09-10
生アカガレイ（ミガレイ）,浜坂,生鮮,0.7,847,,,,,2021-01-20
生アカガレイ（ミガレイ）,浜坂,生鮮,0.8,891,,,,,2020-11-13
生アカガレイ（ミガレイ）,浜坂,生鮮,0.8,915,,,,,2020-12-04
生アカガレイ（ミガレイ）,浜坂,生鮮,0.8,582,,,,,2021-01-17
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,"1,134",,,,,2020-10-14
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,916,,,,,2020-12-10
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,844,,,,,2020-12-16
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,695,,,,,2021-02-12
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,403,,,,,2021-02-26
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,395,,,,,2021-03-04
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,618,,,,,2021-02-21
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,384,,,,,2021-03-07
生アカガレイ（ミガレイ）,浜坂,生鮮,0.9,308,,,,,2021-04-15
生アカガレイ（ミガレイ）,浜坂,生鮮,1.0,810,,,,,2020-09-03
生アカガレイ（ミガレイ）,浜坂,生鮮,1.0,"1,216",,,,,2020-09-30
生アカガレイ（ミガレイ）,浜坂,生鮮,1.0,775,,,,,2020-11-12
生アカガレイ（ミガレイ）,浜坂,生鮮,1.0,484,,,,,2021-01-27
生アカガレイ（ミガレイ）,浜坂,生鮮,1.1,315,,,,,2020-12-30
生アカガレイ（ミガレイ）,浜坂,生鮮,1.2,833,,,,,2020-12-06
生アカガレイ（ミガレイ）,浜坂,生鮮,1.3,"1,108",,,,,2020-09-18
生アカガレイ（ミガレイ）,浜坂,生鮮,1.3,"1,100",,,,,2020-10-23
生アカガレイ（ミガレイ）,浜坂,生鮮,1.3,283,,,,,2020-12-29
生アカガレイ（ミガレイ）,浜坂,生鮮,1.4,"1,014",,,,,2020-09-13
生アカガレイ（ミガレイ）,浜坂,生鮮,1.4,442,,,,,2021-02-14
生アカガレイ（ミガレイ）,浜坂,生鮮,1.5,990,,,,,2020-09-11
生アカガレイ（ミガレイ）,浜坂,生鮮,1.5,889,,,,,2021-01-14
生アカガレイ（ミガレイ）,浜坂,生鮮,1.7,822,,,,,2020-09-06
生アカガレイ（ミガレイ）,浜坂,生鮮,1.7,"1,005",,,,,2020-09-25
生アカガレイ（ミガレイ）,浜坂,生鮮,1.7,723,,,,,2020-11-15
生アカガレイ（ミガレイ）,浜坂,生鮮,1.7,570,,,,,2021-03-11
生アカガレイ（ミガレイ）,浜坂,生鮮,1.8,576,,,,,2021-01-24
生アカガレイ（ミガレイ）,浜坂,生鮮,2.0,969,,,,,2020-10-04
生アカガレイ（ミガレイ）,浜坂,生鮮,0.0,297,,,,,2021-04-23
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"4,600",,,,,2020-08-17
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"2,392",,,,,2020-08-19
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"2,316",,,,,2020-08-20
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"2,837",,,,,2020-08-21
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"2,762",,,,,2020-08-23
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"1,983",,,,,2020-08-25
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"2,203",,,,,2020-08-26
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"3,024",,,,,2020-09-06
生ケンサキイカ（シロイカ,浜坂,生鮮,0.1,"2,463",,,,,2020-08-24
生ケンサキイカ（シロイカ,浜坂,生鮮,0.1,"2,123",,,,,2020-08-30
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,688,,,,,2020-09-10
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,577,,,,,2020-09-13
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,447,,,,,2020-10-23
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,298,,,,,2020-11-12
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,243,,,,,2020-11-24
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,227,,,,,2020-12-04
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,447,,,,,2021-02-12
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,358,,,,,2021-02-14
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,263,,,,,2021-02-26
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,400,,,,,2021-03-04
生ソウハチ（エテガレイ）,浜坂,生鮮,0.0,224,,,,,2021-04-09
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,628,,,,,2020-09-03
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,513,,,,,2020-09-07
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,704,,,,,2020-09-11
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,513,,,,,2020-09-18
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,513,,,,,2020-12-24
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,334,,,,,2020-12-28
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,548,,,,,2020-12-16
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,320,,,,,2020-12-14
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,378,,,,,2020-12-17
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,582,,,,,2021-01-14
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,277,,,,,2020-12-29
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,351,,,,,2021-02-15
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,528,,,,,2021-03-10
生ソウハチ（エテガレイ）,浜坂,生鮮,0.1,397,,,,,2021-02-21
生ソウハチ（エテガレイ）,浜坂,生鮮,0.2,595,,,,,2020-09-06
生ソウハチ（エテガレイ）,浜坂,生鮮,0.2,486,,,,,2020-09-25
生ソウハチ（エテガレイ）,浜坂,生鮮,0.2,472,,,,,2020-12-10
生ソウハチ（エテガレイ）,浜坂,生鮮,0.2,383,,,,,2021-01-28
生ソウハチ（エテガレイ）,浜坂,生鮮,0.2,245,,,,,2021-02-03
生ソウハチ（エテガレイ）,浜坂,生鮮,0.2,318,,,,,2021-01-24
生ソウハチ（エテガレイ）,浜坂,生鮮,0.2,526,,,,,2021-02-07
生ソウハチ（エテガレイ）,浜坂,生鮮,0.4,291,,,,,2020-11-30
生ソウハチ（エテガレイ）,浜坂,生鮮,0.4,332,,,,,2020-12-06
生ムシガレイ（ミズガレイ,浜坂,生鮮,0.0,228,,,,,2020-09-25
生イバラモエビ(ｵﾆｴﾋﾞ),浜坂,生鮮,0.0,"1,423",,,,,2020-12-10
生イバラモエビ(ｵﾆｴﾋﾞ),浜坂,生鮮,0.0,"4,371",,,,,2021-01-14
生イバラモエビ(ｵﾆｴﾋﾞ),浜坂,生鮮,0.0,"8,700",,,,,2021-02-03
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,2.9,"1,135",,,,,2020-09-18
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,2.2,"2,363",,,,,2020-09-28
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,2.8,853,,,,,2020-10-19
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,2.2,"1,950",,,,,2020-10-23
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,2.5,"1,661",,,,,2020-10-25
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,3.9,"1,211",,,,,2020-11-01
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"1,800",,,,,2021-01-14
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"1,324",,,,,2021-01-27
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"1,260",,,,,2021-02-03
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"1,008",,,,,2020-12-30
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"1,912",,,,,2021-02-12
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"1,338",,,,,2021-02-15
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"1,059",,,,,2021-02-14
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"2,025",,,,,2021-02-26
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.0,"2,235",,,,,2021-02-21
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.4,"1,409",,,,,2020-10-02
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.4,"1,247",,,,,2020-10-28
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.6,"1,844",,,,,2020-10-29
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.7,"1,799",,,,,2020-10-15
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,0.9,"1,832",,,,,2020-10-11
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.0,"1,043",,,,,2020-10-01
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.1,"1,206",,,,,2020-10-14
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.1,"1,509",,,,,2020-10-18
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.2,"1,402",,,,,2020-09-24
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.2,"1,651",,,,,2020-09-25
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.3,"2,064",,,,,2020-10-08
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.5,"1,087",,,,,2020-09-17
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.6,"1,519",,,,,2020-09-13
生ホッコクアカエビ(ｱﾏｴﾋﾞ,浜坂,生鮮,1.6,"2,077",,,,,2020-10-16
